annotation_id,image_id,relative_area,best_any_iou_repeat4_1280,best_any_category_repeat4_1280,best_any_score_repeat4_1280,best_same_iou_repeat4_1280,best_same_score_repeat4_1280,best_any_iou_crop4_1280,best_any_category_crop4_1280,best_any_score_crop4_1280,best_same_iou_crop4_1280,best_same_score_crop4_1280
25352,5173,9.343653549382716e-05,0.02891178861685301,boat,0.9104663133621216,0.0,,0.02936157451321747,boat,0.8787738084793091,0.0,
25363,5174,0.00010030864197530864,0.03155432744330531,boat,0.9188284873962402,0.0,,0.0316601020465506,boat,0.8862518072128296,0.0,
25374,5175,0.00011067708333333333,0.126223638567318,boat,0.0016686226008459926,0.0,,0.03530343756328594,boat,0.8932228684425354,0.0,
25385,5176,0.0001181520061728395,0.0363915619821875,boat,0.8898423314094543,0.0,,0.03779216258067446,boat,0.892429530620575,0.0,
25396,5177,0.0001181520061728395,0.036135042881438484,boat,0.8864660859107971,0.0,,0.03704335156222614,boat,0.8861392736434937,0.0,
25408,5178,0.0001181520061728395,0.036802391038257054,boat,0.8629929423332214,0.0,,0.03750716983557842,boat,0.8787032961845398,0.0,
25420,5179,0.0001181520061728395,0.22638358462317276,boat,0.005716868210583925,0.0,,0.03847074893486365,boat,0.8689488768577576,0.0,
25432,5180,0.0001181520061728395,0.03707831288800976,boat,0.8625380992889404,0.0,,0.03700023967041776,boat,0.8575820922851562,0.0,
25444,5181,0.0001181520061728395,0.09727668458887,boat,0.006788942031562328,0.0,,0.03660485993085565,boat,0.8726347088813782,0.0,
25456,5182,0.00012237172067901234,0.037883316371726226,boat,0.8745973706245422,0.0,,0.04118928324159813,swimmer,0.002718730829656124,0.0,
25468,5183,0.00013382523148148148,0.03970877203805191,boat,0.8640167117118835,0.0,,0.04070173670572834,boat,0.8756470680236816,0.0,
25480,5184,0.00013382523148148148,0.14461591569945967,boat,0.001560364617034793,0.0,,0.03982769175400797,boat,0.8887463212013245,0.0,
25491,5185,0.00014576099537037037,0.08747332574090307,boat,0.0055500902235507965,0.0,,0.04359721302751365,boat,0.8885939121246338,0.0,
25501,5186,0.00015046296296296297,0.04383845503373323,boat,0.861337423324585,0.0,,0.04255706156290802,boat,0.8947774171829224,0.0,
25511,5187,0.00015432098765432098,0.04534647718220035,boat,0.8946408629417419,0.0,,0.04497851078555969,boat,0.8946648240089417,0.0,
25521,5188,0.00015914351851851853,0.21485663438084762,boat,0.0025311787612736225,0.0,,0.04631125759999488,boat,0.8913237452507019,0.0,
25531,5189,0.00016312210648148148,0.046080125315986584,boat,0.9032509326934814,0.0,,0.04797716535397638,boat,0.8865768313407898,0.0,
25541,5190,0.00015914351851851853,0.045786154540094465,boat,0.8902170658111572,0.0,,0.045727545719593345,boat,0.9067902565002441,0.0,
25551,5191,0.00012936439043209876,0.037008022704004315,boat,0.8805491924285889,0.0,,0.037487352299677805,boat,0.8936803340911865,0.0,
25561,5192,0.00012936439043209876,0.03668656126777408,boat,0.8850715160369873,0.0,,0.03664094201676557,boat,0.8898427486419678,0.0,
25571,5193,0.00012936439043209876,0.03634287797960586,boat,0.8811250329017639,0.0,,0.03622064313166184,boat,0.8977898359298706,0.0,
25581,5194,0.00012936439043209876,0.038032469529038895,boat,0.8724950551986694,0.0,,0.036818394609508476,boat,0.9023480415344238,0.0,
25591,5195,0.00012936439043209876,0.03795995300759769,boat,0.8708480000495911,0.0,,0.0365372889713972,boat,0.894959568977356,0.0,
25601,5196,0.00012936439043209876,0.036936140222256525,boat,0.8705661296844482,0.0,,0.036864394821722525,boat,0.8907958269119263,0.0,
25611,5197,0.00012936439043209876,0.153422390403889,boat,0.0011107842437922955,0.0,,0.03706643731644422,boat,0.8796389102935791,0.0,
25621,5198,0.00012936439043209876,0.16114656713779976,boat,0.002629350870847702,0.0,,0.03704553668394255,boat,0.8711341619491577,0.0,
25631,5199,0.00012936439043209876,0.03701985850982774,boat,0.8570464849472046,0.0,,0.037670499490550124,boat,0.8830661177635193,0.0,
25641,5200,0.00012936439043209876,0.10819868281945562,boat,0.0021297005005180836,0.0,,0.037862906290005376,boat,0.8949830532073975,0.0,
25651,5201,0.00012936439043209876,0.0540462402780221,boat,0.0057711172848939896,0.0,,0.03738521365432035,boat,0.8894048929214478,0.0,
25661,5202,0.00012936439043209876,0.11913897124055083,boat,0.00913474801927805,0.0,,0.03706583724449917,boat,0.8945496678352356,0.0,
25671,5203,0.00012936439043209876,0.03776424023010846,boat,0.8640565872192383,0.0,,0.036551096928152206,boat,0.8958024978637695,0.0,
25681,5204,0.00012936439043209876,0.038103536122919314,boat,0.8875320553779602,0.0,,0.03639286073310311,boat,0.89815753698349,0.0,
25691,5205,0.00012936439043209876,0.1595292088305513,boat,0.00882834941148758,0.0,,0.03649749265131468,boat,0.8938113451004028,0.0,
25701,5206,0.00012936439043209876,0.07677374799847692,boat,0.003337592352181673,0.0,,0.03768036435580278,boat,0.8878140449523926,0.0,
25713,5207,0.0001181520061728395,0.03619766528004584,boat,0.8804187774658203,0.0,,0.03657442070842684,boat,0.8840122818946838,0.0,
25725,5208,0.00010657793209876543,0.032324701009602934,boat,0.8677618503570557,0.0,,0.03328171657790325,boat,0.8963056802749634,0.0,
25737,5209,0.00010344328703703703,0.0319085173246275,boat,0.8640047907829285,0.0,,0.03295020274550039,boat,0.892504870891571,0.0,
25749,5210,9.645061728395061e-05,0.029755695090606906,boat,0.868291974067688,0.0,,0.030497230578090336,boat,0.8792612552642822,0.0,
25761,5211,9.645061728395061e-05,0.10842662198481055,boat,0.004628417547792196,0.0,,0.029833064034629892,boat,0.8914550542831421,0.0,
25773,5212,9.645061728395061e-05,0.10345430978616255,boat,0.003765100846067071,0.0,,0.0305644747714448,boat,0.8941929936408997,0.0,
25785,5213,9.645061728395061e-05,0.07536156688962367,boat,0.01355744805186987,0.0,,0.030468597974882525,boat,0.8860652446746826,0.0,
25797,5214,8.969907407407407e-05,0.09266909639342796,boat,0.0016816755523905158,0.0,,0.027337653899838058,boat,0.8727948665618896,0.0,
25809,5215,8.680555555555556e-05,0.025419520488429097,boat,0.8884479999542236,0.0,,0.025065355983641614,boat,0.8765714168548584,0.0,
25821,5216,9.343653549382716e-05,0.025111667157745432,boat,0.877092719078064,0.0,,0.025677485429905045,boat,0.9104353189468384,0.0,
25833,5217,9.343653549382716e-05,0.027283407030239775,boat,0.006353610660880804,0.0,,0.024916731633196784,boat,0.905881941318512,0.0,
25845,5218,9.343653549382716e-05,0.024819741318976248,boat,0.8713116645812988,0.0,,0.023665061323458518,boat,0.9001732468605042,0.0,
25857,5219,9.343653549382716e-05,0.02448203215562111,boat,0.8811355829238892,0.0,,0.02430928852224723,boat,0.8636382222175598,0.0,
25869,5220,9.343653549382716e-05,0.034189944875418606,boat,0.0069428421556949615,0.0,,0.04638347540266877,boat,0.0012252253945916891,0.0,
25881,5221,9.343653549382716e-05,0.0638973814549289,swimmer,0.012116659432649612,0.0,,0.05383899970324845,swimmer,0.0013349595246836543,0.0,
25893,5222,9.645061728395061e-05,0.0916227343100386,swimmer,0.001085291733033955,0.0,,0.10692039269978071,swimmer,0.002506520599126816,0.0,
